tweet_id,text,trust_expressed,anger_expressed,sadness_expressed,surprise_expressed,fear_expressed,disgust_expressed,joy_expressed,anticipation_expressed,trust_evoked,anger_evoked,sadness_evoked,surprise_evoked,fear_evoked,disgust_evoked,joy_evoked,anticipation_evoked
'1475086623037612037,"Toliko strasnih stvari na #nisamprijavila od toga da uopste neko bude zlostavljan, preko toga koliko devojkama treba snage da to kazu, a kad kazu ljudi ne veruju, a nadlezni ne reaguju",0.013,0.106,0.084,0.018,0.126,0.079,0.076,0.047,0.008,0.020,0.034,0.063,0.045,0.030,0.051,0.001
'1475086620273651716,Ne mogu #NisamPrijavila emotivno da savladam. Jer #NisamPrijavila,0.042,0.111,0.038,0.042,0.071,0.031,0.051,0.041,0.036,0.039,0.025,0.039,0.043,0.033,0.051,0.006
'1475086552674021377,#NisamPrijavila ogromna podrška! 🤍💪🏼,0.026,0.122,0.017,0.030,0.070,0.005,0.104,0.032,0.054,0.028,0.025,0.010,0.008,0.039,0.089,0.025
'1475086370691596293,"Nažalost, i ja imam priču zašto #NisamPrijavila . Imala sam 18 godina kad me je počeo uhoditi jedan momak. Na početku je to bilo samo dobacivanje na ulici i zviždanje, dok se na kraju nije pretvorilo u pravo uhođenje gdje me je osoba pratila skoro do kuće.",0.021,0.131,0.000,0.031,0.108,0.005,0.094,0.027,0.081,0.009,0.005,0.022,0.029,0.004,0.010,0.040
'1475086182597939205,Ovo sto citam danas #Nisamprijavila je tako strasno i uzasno! Pricajmo sa decom! Pokusajmo da ih zastitimo od ovakvih iskustava!,0.031,0.104,0.055,0.021,0.099,0.009,0.092,0.038,0.002,0.000,0.019,0.078,0.045,0.003,0.064,0.031
'1475086027991797761,"Iskreno, do skoro nisam ni znala da imam šta da prijavim. Toliko je nasilje normalizovano #nisamprijavila",0.018,0.144,0.049,0.027,0.100,0.003,0.017,0.013,0.040,0.014,0.018,0.044,0.032,0.005,0.043,0.024
'1475085841009725442,"svaki #Nisamprijavila tvit koji sam od jutros pročitala mi je vratio neke odvratne flešbekove, ali i doveo do toga da preispitam mnoge situacije koje su mi se desile i da se konačno osvijestim da ništa nije bilo do mene i da sam bila još jedna u nizu izmanipulisanih žrtava.",0.006,0.086,0.004,0.010,0.091,0.049,0.098,0.016,0.061,0.046,0.002,0.092,0.011,0.003,0.027,0.046
'1475085826942029826,"Najvažnija tema ove godine
Najteži hašteg
#NisamPrijavila",0.054,0.151,0.015,0.004,0.035,0.003,0.058,0.003,0.043,0.004,0.014,0.029,0.033,0.020,0.028,0.014
'1475085629134413836,ti nedojebana ženo si dno od čoveka i  ne želim ti da znaš koliko je teško to preživeti jer to niko ne zaslužuje ali ću samo reći da su sve žene hrabre koje #NisamPrijavila nisu prijavile i koje tvituju jer progovoriti je prvi i najteži korak https://t.co/v0NEjuEVFc,0.083,0.114,0.037,0.031,0.060,0.011,0.103,0.012,0.043,0.001,0.013,0.063,0.014,0.053,0.005,0.037
'1475085398820933635,"Koliko želim da svaku osobu koja je objavila #nisamprijavila zagrilm, kažem da nisu same, da su jako hrabre i da nikako ne krive sebe. ❤️",0.054,0.086,0.024,0.003,0.052,0.054,0.056,0.027,0.003,0.025,0.014,0.027,0.020,0.015,0.025,0.015
'1475085122613526530,"Broj #nisamprijavila tvitova otkriva žestoko zabrinjavajuću statistiku, da se svi dobro preispitamo kuda idemo kao društvo.",0.019,0.095,0.053,0.033,0.097,0.025,0.042,0.093,0.008,0.008,0.011,0.053,0.046,0.004,0.038,0.057
'1475085119471894529,Ubedljivo najvažnija stvar koja se desila u 2021. godini je hešteg #nisamprijavila. ❤️❤️❤️❤️❤️,0.018,0.145,0.039,0.005,0.079,0.056,0.010,0.058,0.014,0.017,0.025,0.024,0.063,0.042,0.017,0.065
'1475085057735942145,dok čitam #NisamPrijavila https://t.co/RAO5dK9hIr,0.099,0.129,0.028,0.053,0.052,0.043,0.071,0.065,0.093,0.017,0.005,0.041,0.036,0.024,0.052,0.004
'1475085034524758018,"Ne znam da li se uklapa u #nisamprijavila ali imam priču o telefonskom uznemiravanju. Jednom prilikom me je zvao sakriveni broj, znao mi je ime i javio se da ponudi da postanem model. Ja koja sam dva puta u životu spala ispod 70 kg znam da je to sigurno neka zajebancija...",0.011,0.145,0.053,0.005,0.137,0.063,0.084,0.041,0.030,0.035,0.074,0.006,0.012,0.022,0.026,0.026
'1475084696304427015,"#NisamPrijavila zato što je bio bivši dečko, da su moji saznali ubili bi ga sigurno, zato što je posle 50 puta izrečenog ""Ne"" i upozorenja da se priseti ko mi je ujak stao. Taj strah u mraku i van grada na suvozačevom sedištu nikada neću zaboraviti.",0.020,0.152,0.085,0.045,0.137,0.066,0.117,0.015,0.009,0.000,0.028,0.040,0.057,0.040,0.058,0.062
'1475084653870649347,"Malo ohrabrenije za sve #nisamprijavila zene, jer ja jesam. I bilo je lakse disati. Ne lako kao prije, ali lakse ❤",0.062,0.150,0.027,0.031,0.085,0.004,0.137,0.045,0.052,0.016,0.062,0.097,0.012,0.048,0.018,0.022
'1475084652180299780,#NisamPrijavila zato što ni moja majka nije prijavila nasilje koje je trpela. Iz straha i nedostatka podrške.,0.008,0.134,0.033,0.027,0.080,0.015,0.115,0.063,0.026,0.025,0.050,0.111,0.009,0.005,0.060,0.034
'1475084642021740549,"#Nisamprijavila jer ne bi lupio mene nego zid pored moje glave, pa se ne računa. Jer sam razumjela njegovu frustraciju, on dođe s posla umoran, a ja stavim previše gljiva na pizzu i sve upropastim. Ili stalno plačem jer mi je mama umrla. Ili ne posložim suđe u mašinu kako treba.",0.044,0.107,0.027,0.030,0.138,0.054,0.085,0.100,0.032,0.003,0.006,0.043,0.016,0.012,0.030,0.006
'1475084558529974272,"#NisamPrijavila zato što sam pila alkohol i dobrovoljno otišla kod njega (znali smo se 2 godine, bio mi je drug, nikad ne bih posumnjala) i zato što se to desilo na Kosovu",0.009,0.053,0.072,0.032,0.054,0.032,0.119,0.063,0.073,0.003,0.055,0.112,0.005,0.048,0.016,0.002
'1475084446542053382,"Pocela sam da citam ispovesti zena  #nisamprijavila i nisam dugo izdrzala, uzasno me potresa koliko zena trpi naselje, sta su prosle i sta i dalje prolaze. Moramo pomoci jedni drugima, biti tu uz te zene, nema izgovora. Niko to nije zasluzio! Ljubav i podrska za sve vas heroine!",0.046,0.112,0.089,0.050,0.119,0.011,0.153,0.072,0.053,0.015,0.056,0.068,0.006,0.012,0.072,0.045
'1475084416250753027,Mmm ide još jedna dnevna doza da su neki muškarci ološ ovoga svijeta. #nisamprijavila pa čitajte jer smo okruženi takvim neljudima.,0.037,0.140,0.009,0.016,0.102,0.092,0.033,0.049,0.056,0.021,0.013,0.056,0.024,0.024,0.038,0.009
'1475084322650664960,"Jesam prijavila, ali kao da #NisamPrijavila . Daleko manje ekstreman slučaj u odnosu dosta ovih što čitam po lajni, ali jest bilo ponižavajuća zloupotreba povjerenja i pozicije moći. Kasnije je pričao da sam slagala. Jebiga, velika ambicija, mali talenat naprave to od čovjeka :)",0.012,0.198,0.043,0.071,0.134,0.014,0.111,0.008,0.016,0.037,0.042,0.077,0.005,0.016,0.045,0.029
'1475084267747217409,Solidarnost se zove #NisamPrijavila,0.097,0.113,0.033,0.001,0.110,0.021,0.111,0.044,0.021,0.032,0.015,0.021,0.043,0.004,0.040,0.057
'1475084173006315532,"-zbog ""a sta si imala na sebi kad se desilo to?""
-zbog "" a kako ti uopste poznajes takve ljude""
-zbog ""kako si dovela sebe u takvu poziciju"" 
-zbog ""kako nisi videla da je takav""
-zbog nemanja podrske i razumevanja i mutavog sistema koji zrtvi ne veruje
#nisamprijavila",0.041,0.095,0.023,0.007,0.099,0.018,0.112,0.011,0.018,0.046,0.022,0.004,0.018,0.021,0.010,0.035
'1475084110129471495,#nisamprijavila danas ste me dokusurile 😭 💔 https://t.co/DeNsP87Iph,0.089,0.071,0.003,0.040,0.043,0.019,0.071,0.061,0.109,0.056,0.007,0.013,0.065,0.022,0.080,0.014
'1475084044819910658,zagrljaj za sve #nisamprijavila i drzite se niste same nadam se da ste sada dobro i duboko postovanjem sto ste ispricale sta vam se desilo❤️,0.005,0.107,0.049,0.019,0.146,0.027,0.065,0.068,0.077,0.017,0.035,0.074,0.032,0.018,0.011,0.044
'1475084026276888584,"toliko mi je tesko da citam svako #nisamPrijavila toliko moram i ja vam zene moje verujem sve, a oni koji kazu da cujemo i drugu stranu e oni nek se teraju sto dalje sa ove planete",0.009,0.068,0.079,0.045,0.046,0.024,0.068,0.113,0.055,0.000,0.053,0.042,0.012,0.030,0.036,0.027
'1475083882567507974,"Gledam hashtagove #nisamprijavila i pogledao sam Agelast epizodu za Rio Tinto gde Galeb uzdiše tokom cele epizode.
Rekao sam sebi da cu uraditi sve što je do mene da takvih stvari ima sto manje moguće.",0.021,0.125,0.020,0.039,0.091,0.026,0.128,0.054,0.002,0.003,0.010,0.062,0.026,0.042,0.049,0.047
'1475083826825158660,"Svaki put kada pročitam ""niko mi ne bi vjerovao"" na #NisamPrijavila, mene duša zaboli",0.066,0.123,0.084,0.068,0.134,0.021,0.106,0.072,0.010,0.028,0.030,0.062,0.025,0.070,0.002,0.011
'1475083798983368711,"читам #NisamPrijavila и тресем се
шаљем загрљај и љубав ❤️",0.034,0.143,0.075,0.003,0.127,0.014,0.041,0.073,0.008,0.005,0.018,0.014,0.038,0.029,0.055,0.042
'1475083720105381893,"A pre toga #NisamPrijavila jer je to bio drug iz osnovne i desilo se na sred ulice, čovek je stajao s druge strane i posmatrao a mene je bilo sramota + sam se uplašila jer nisam znala da li taj čovek gleda da bi pomogao meni ili njemu.",0.058,0.084,0.071,0.043,0.165,0.005,0.089,0.119,0.087,0.028,0.029,0.105,0.010,0.075,0.041,0.027
'1475083577779965957,"Nisam prijavila,jer je moje roditelje bio sram,šta će rodbina da kaže,koji su i onako svašta pričali! Ne ćutite,pustite ljude neka pričaju…. #Nisamprijavila #Nisisama Nadam se da će makar do jedne osobe dopreti ovi tbitovi,jer maltretiranje,silovanje nisu normalni i niste same!",0.046,0.089,0.013,0.059,0.054,0.001,0.059,0.082,0.000,0.008,0.007,0.037,0.097,0.008,0.058,0.024
'1475083507177250818,"#Nisamprijavila Prijavi,nisi sama!❤ https://t.co/6GrhUQQqME",0.059,0.113,0.005,0.014,0.099,0.003,0.077,0.001,0.081,0.020,0.036,0.049,0.026,0.019,0.050,0.055
'1475083385664061446,"Го читам хаштагов #nisamprijavila и единствено што знам е дека мора на децата да им влееме доволно доверба и да им пружиме доволно љубов и поддршка да знаат дека секогаш ама СЕКОГАШ ќе имаат некој кој ќе ги сослуша и ќе ги заштити, без разлика дали имале 15, 25 или 35 години.",0.001,0.064,0.004,0.035,0.060,0.035,0.069,0.029,0.011,0.013,0.003,0.029,0.023,0.049,0.067,0.029
'1475083323190001664,"Znaš da je jedno društvo nepovratno sjebano i pogrešno postavljeno, kad pročitaš ove tvitove pod tagom #nisamprijavila 
A muškarci koji brane nasilnike pod komentarom zašto sad, imaju 100% repove prošlosti gde su oni bili nasilnici i boje se ohrabrenja žena da o nasilju pričaju.",0.028,0.093,0.034,0.073,0.058,0.028,0.048,0.082,0.061,0.017,0.004,0.068,0.055,0.002,0.095,0.050
'1475083196463304712,"Pre svega se nadam da ste danas dobro..Isto tako nadam se da ta govna koja niste prijavile danas nisu dobro, jer to je najmanje sto zasluzuju..
Velika podrška i zagrljaj za svaku posebno❤️
Lavice #NisamPrijavila",0.044,0.093,0.025,0.045,0.118,0.023,0.041,0.057,0.033,0.001,0.048,0.066,0.038,0.049,0.033,0.008
'1475083002971570178,"U vezi tog #NisamPrijavila ne treba nikome da objasnjavas zasto nisi, prijavi kad budeš spremna, nikad nije kasno.",0.049,0.082,0.036,0.034,0.121,0.017,0.100,0.037,0.034,0.018,0.020,0.060,0.008,0.025,0.015,0.043
'1475082893156306947,"Krenem da napišem nešto devojci koja nije prijavila zlostavljanje i kaže da je prijavila možda joj se majka ne bi ubila i pitam se šta da joj napišem, a da je ne zaboli 😭 Ovo baš boli. #nisamprijavila",0.008,0.168,0.037,0.002,0.116,0.065,0.047,0.033,0.021,0.013,0.004,0.051,0.027,0.053,0.019,0.036
'1475082879894003715,"Ne pomažem mnogo žrtvama #NisamPrijavila, ali da kažem: kad sam imala šta da prijavim, a imala sam, uvek sam mogla da kažem majci i ona me je zaštitila! Hvala ti, mama❤❤❤",0.039,0.115,0.053,0.002,0.147,0.019,0.132,0.014,0.014,0.002,0.067,0.050,0.088,0.004,0.041,0.008
'1475082856909217795,"#nisamprijavila Toliko potresnih tvitova danas pročitah, te žene nisu ni svesne koliko su zapravo hrabre. Ježim se, a istovremeno sam i besna. Besna na svet prepun monstruma i na sve one koji će prvo osuditi žrtvu, a tražiti izgovore za te monstrume.",0.030,0.148,0.046,0.026,0.103,0.021,0.039,0.086,0.019,0.077,0.055,0.015,0.065,0.008,0.055,0.084
'1475082818267013120,"#NisamPrijavila jer sam mislila da treba da teče krv hodnicima da bi se nešto zvalo zlostavljanjem. Kako sam samo bila usamljena, odvojena od svih, svijeta, realnosti. Bez para, posla, diplome.",0.019,0.126,0.038,0.046,0.152,0.072,0.053,0.042,0.041,0.017,0.009,0.054,0.005,0.036,0.006,0.021
'1475082767457210370,"Znate, kad kažem da je bar 90% devojčica, devojaka, žena i baka doživelo nešto za #nisamprijavila - “preterujem”. 😔",0.010,0.117,0.022,0.012,0.080,0.016,0.063,0.094,0.018,0.035,0.001,0.002,0.031,0.046,0.001,0.002
'1475082743574929414,"Celo jutro čitam #NisamPrijavila tvitove i bukvalno me duša boli, šaljem vam svu ljubav i podršku. Niko nije zaslužio sve ovo. Divim vam se koliku snagu imate. ❤️",0.013,0.074,0.039,0.082,0.053,0.012,0.080,0.079,0.022,0.007,0.004,0.005,0.023,0.050,0.053,0.050
'1475082639790989314,"ja sam mislila da sam srećna žena jer nemam priču za #nisamprijavila , ali sad kad čitam sve ovo shvatam da zapravo nisam znala da je trebalo da prijavim, jer ""ma to su dečaci, šta očekuješ, to je normalno"". nama je prosto usađeno da je jbg sasvim normalno da dozivljavamo...",0.044,0.112,0.060,0.003,0.108,0.059,0.082,0.039,0.007,0.048,0.024,0.108,0.047,0.045,0.036,0.046
'1475082636460756998,"Dva x #nisamprijavila, jednom u 🇲🇪,drugi x u inostranstvu. Srecom oba puta sam uspjela da pobjegnem, prijavila nisam iz straha. Naucila sam da kad kod ljudi osjetim agresiju i nestabilnost bjezim glavom bez obzira. Ne poznajem zenu koja nije dozivjela bar neki vid zlostavljanja",0.024,0.106,0.054,0.063,0.107,0.036,0.085,0.068,0.034,0.016,0.012,0.076,0.057,0.042,0.032,0.035
'1475082623399694336,"#NisamPrijavila jer sam imala 13 godina, jer je bio kucni prijatelj, jer sam bila uplasena, jer nisam zelela da povredim mamu i tatu…",0.035,0.110,0.005,0.100,0.126,0.023,0.114,0.011,0.091,0.003,0.014,0.049,0.045,0.043,0.006,0.029
'1475082483368660998,"Za ove koji postavljaju milion pitanja “zašto nisi ovo ili ono” za #nisamprijavila dovoljno je navesti jedan citat iz serije True Detective:
“The fundamental difference between the sexes is that one of them can kill the other with their bare hands.”",0.037,0.132,0.044,0.045,0.027,0.099,0.070,0.044,0.036,0.042,0.031,0.006,0.042,0.042,0.027,0.099
'1475082417555730432,"htjedoh da se nadovežem na #nisamprijavila ali nisam znala koji primjer da uzmem. onaj sa 13 godina? sa 17? na faksu? na prvom poslu? na drugom? na trećem? prije nekoliko nedelja? šta je skala: je li se misli samo na ono kad jedva preživimo, a lagano uznemiravanje se ne računa?",0.019,0.125,0.045,0.060,0.051,0.042,0.099,0.052,0.030,0.003,0.064,0.078,0.004,0.014,0.009,0.020
'1475082302216716292,ne mogu a da ne primetim da za svaku #nisamprijavila priču nikne jedno pet novoprosvetljenih šugavih pečuraka od muškaraca da ~objasni~ kako ~nije u redu~ što se žene zlostavljaju ~u tolikoj meri~ dakle kako bi bilo da prestanete da jebeno parazitirate na nama-,0.049,0.104,0.083,0.024,0.078,0.010,0.120,0.059,0.012,0.007,0.024,0.099,0.012,0.050,0.045,0.017
'1475082061887254533,Poslednji krug pakla za sve koji se sprdaju sa #nisamprijavila pokretom. Dno.,0.056,0.113,0.073,0.009,0.103,0.025,0.073,0.088,0.087,0.018,0.054,0.077,0.035,0.037,0.007,0.025
'1475081833893314560,"Tačno tako. Ja ni ne želim da napišem svoj #nisamprijavila tvit jer ima više situacija, a svaki put kad se podsetim osećam sramotu pa ni ne želim da se dovodim ponovo u to stanje. https://t.co/40ZZNOcSuX",0.041,0.077,0.044,0.002,0.061,0.061,0.066,0.053,0.016,0.038,0.010,0.054,0.001,0.018,0.045,0.038
'1475081831884201991,ja #nisamprijavila jer ona nije htela da mi dozvoli. i dan danas su zajedno,0.075,0.123,0.008,0.039,0.107,0.044,0.064,0.052,0.058,0.018,0.064,0.082,0.062,0.036,0.033,0.013
'1475081694847938564,#NisamPrijavila jer je bilo moje prvo seksualno iskustvo i nisam znala šta znači pristanak. Nije me niko naučio,0.016,0.143,0.004,0.045,0.091,0.002,0.086,0.077,0.047,0.010,0.038,0.042,0.036,0.026,0.036,0.032
'1475081627231567879,"Radite sa svojom decom,poštujte se međusobno i budite primer njima. Društvo,država, zakoni sve se mora promeniti. Da konačno u 2022 god ne bude nijedna #nisamprijavila žena. Jer nijedna žena ne sme biti žrtva nasilja. Muškarci pre nego podignete ruku zamislite da je to vaša ćerka",0.034,0.172,0.039,0.051,0.029,0.039,0.064,0.062,0.061,0.044,0.046,0.029,0.038,0.086,0.069,0.057
'1475081467524964356,"E pa ceo dan ću plakati od #nisamprijavila 
Žene, devojke, majke, carice, kraljice, ratnice jedan veliki naklon do poda 🙏🙏🙏",0.059,0.049,0.036,0.055,0.035,0.018,0.066,0.055,0.060,0.009,0.005,0.052,0.045,0.004,0.038,0.029
'1475081439175708674,"Podrska za sve djevojke i zene #NisamPrijavila koji su pretrpjele bilo kakav vid agresije i maltretiranja, da od sad svaka dobije snage i krila prijavi, najebe im se mile majke i da vise nikad nikog ne dotaknu a kamoli se priblize.",0.004,0.132,0.007,0.046,0.083,0.006,0.102,0.069,0.046,0.012,0.020,0.087,0.005,0.011,0.003,0.051
'1475081416513925126,#NisamPrijavila jer sam mu polomila nos kada me je uzeo za vrat i zalepio o zid i zato devojke idite na borilačke veštine ! Sada će uvek on i njegova familija imati jedan mali podsetnik da su na vreme trebali da vode svog sina na psihijatriju. 👏🏼,0.026,0.143,0.010,0.023,0.094,0.038,0.125,0.013,0.074,0.030,0.023,0.019,0.069,0.007,0.007,0.049
'1475081408448282634,"Nisam danas čitala #nisamprijavila jer trenutno nemam snage za to. Samo ću reći i da dok god žena ženi bude vuk, neće biti promjene. Ako se sjećate slučaja Tomaševića gdje je i ljubavnica podržavala i aktivno sudjelovala u zlostavljanju i dok je isti 1/3",0.073,0.090,0.059,0.087,0.140,0.042,0.093,0.043,0.051,0.004,0.057,0.063,0.014,0.060,0.045,0.032
'1475081370179457025,Čitajmo šta nam (opet) kažu žene #NisamPrijavila,0.104,0.130,0.062,0.019,0.110,0.015,0.100,0.051,0.061,0.004,0.033,0.072,0.022,0.019,0.037,0.018
'1475081172367642627,"Kada je reč o #NisamPrijavila, ja moram da kažem da agresija prema ženama koja kod nas postoji i tolika mizoginija su poprilično u neskladu sa zvaničnom heteronormativnom politikom i Srbima kao velikim ženoljupcima. Meni tolika mizoginija miriše samo na latentne gejeve koji...",0.027,0.067,0.056,0.041,0.099,0.047,0.069,0.006,0.014,0.018,0.036,0.086,0.018,0.013,0.023,0.032
'1475081151761068032,"#NisamPrijavila jer sam imala 12-13 godina, napala su me dva momka koji su u datom trenutku bili punoletni. Oborili su me na zemlju, dirali svuda po telu i počeli da me skidaju. Kada sam shvatila šta žele, počela sam da vristim iz petnih žila",0.013,0.099,0.040,0.084,0.133,0.032,0.135,0.059,0.045,0.024,0.050,0.050,0.033,0.006,0.026,0.031
'1475081101081288707,"#NisamPrijavila kad je on nju tukao, a onda ona mene zato što je sramota iznositi iz kuće, a tata nas voli, samo je nervozan. batine su prestale, ali je zlostavljanje nastavljeno, najčešće je bila lujka. da sam prijavila, možda bi ona bila živa danas, možda se ne bi ubila.",0.064,0.120,0.017,0.006,0.140,0.033,0.110,0.035,0.027,0.002,0.026,0.085,0.026,0.071,0.036,0.022
'1475081037965586436,"Kad pročitate #NisamPrijavila priče ako ne verujete u iste ili vam smeta bilo šta napisano niste vezani nikakvim ugovorom da komentarišete i budete govna raspala!Ako nemaš šta pametno da napišeš nekom koga jede sopstveni mrak godinama UMUKNI,jer nisi bitan,nego bednik/ica!!!",0.026,0.131,0.005,0.031,0.091,0.038,0.045,0.071,0.023,0.050,0.017,0.026,0.015,0.017,0.044,0.054
'1475081031048966152,"#nisamprijavila ali i jesam, nego se ništa nije desilo. uprkos svim dokazima, crno na belo, pretnje fizičkim nasiljem, praćenje, ucena. policija je prihvatila prijavu i dokaze ali tužilaštvo ništa nije uradilo. dobila sam: “šta ste tražili sa licem koje je u kaznenoj evidenciji”",0.037,0.134,0.082,0.025,0.087,0.042,0.168,0.006,0.027,0.024,0.033,0.086,0.008,0.002,0.015,0.034
'1475080870495203329,"#NisamPrijavila jer sam bila u osnovnoj školi i ""drugovi"" iz odeljenja su bili daleko brojniji kada su mi iscepali odeću u školskom dvorištu kako bi došli do mojih intimnih delova. Zbog toga i dan-danas imam probleme sa samopouzdanjem i krijem svoje telo ispod 3 broja veće odeće.",0.035,0.083,0.082,0.093,0.078,0.004,0.110,0.089,0.085,0.006,0.033,0.088,0.048,0.023,0.016,0.006
'1475080780816732161,"A niste ni vi. Niste tražile i niste zaslužile, šta god da vam okolina i taj mali glas u glavi govori. I što je najbitnije, niste same. #Nisamprijavila",0.036,0.152,0.007,0.028,0.093,0.058,0.116,0.011,0.074,0.012,0.048,0.021,0.039,0.003,0.026,0.049
'1475080772742701060,#Nisamprijavila jer sam imala jedva 16 godina i bila sam namrtvo zaljubljena u njega. Nisam prijavila jer je on bio momak kojeg je htjela svaka cura i čija je pažnja značila da si ti sad kao kul jel. Nisam prijavila jer mi je prvo bio najbolji drug pa onda kao nešto više.,0.003,0.127,0.002,0.044,0.074,0.005,0.069,0.093,0.070,0.005,0.003,0.064,0.004,0.084,0.021,0.014
'1475080763880222724,svaka devojka koja piše pod #nisamprijavila zaslužuje da plasira jednu pljucu u lice ane dragović,0.046,0.067,0.056,0.001,0.035,0.034,0.091,0.080,0.061,0.004,0.018,0.046,0.004,0.031,0.012,0.037
'1475080748143099904,"#nisamprijavila jer ko bi verovao detetu od 13 godina, naspram coveku od 45. Trebalo mi je 2 nedelje da prijavim roditeljima. Najgore je sto je moja rodjena sestra bila na strani nasilnika jer je on njen vencani kum..",0.014,0.124,0.036,0.073,0.066,0.027,0.035,0.141,0.059,0.023,0.003,0.002,0.031,0.031,0.013,0.036
'1475080736503996422,"citam #nisamprijavila, citam i nee veerujemm😳",0.090,0.053,0.008,0.064,0.082,0.030,0.126,0.059,0.068,0.020,0.030,0.063,0.087,0.037,0.076,0.069
'1475080565888061440,"#nisamprijavila Žao mi je sto nisam prijavila momka iz kraja koji je uvideo da sam nesigurna i proganjao me na drustvenim mrežama. Nakon blokiranja je saznao moj privatni, tadašnji sluzbeni telefon i nastavio sa jezivim porukama. Odbila sam ga na korektan način.",0.054,0.105,0.030,0.032,0.102,0.042,0.141,0.088,0.012,0.011,0.017,0.062,0.046,0.028,0.007,0.002
'1475080550507503617,Svi #nisamprijavila tvitovi staju u ovaj. https://t.co/0cOiFLF0DJ,0.007,0.100,0.075,0.060,0.068,0.022,0.013,0.060,0.059,0.005,0.001,0.072,0.000,0.015,0.054,0.079
'1475080511760515074,zbog čitanja #nisamprijavila sam krenula da se osećam bespomoćno što očigledno ne postoji način da se odgovara za ovakve postupke pa čak i kad uspeš da prijaviš nekoga,0.043,0.115,0.067,0.049,0.117,0.073,0.061,0.068,0.071,0.015,0.029,0.069,0.082,0.019,0.073,0.030
'1475080424556740611,"#NisamPrijavila
Citam i uhvati te jeza, twit za twittom sta sve moze djevojka i zena da pretrpi i mislim da vecina ljudi nisu ni svjesni koliko toga ima medju nama, sa kakvim monstrumima jedna zena dijeli zivot, psihicki i fizicko unistavanje a od nikog pomoci i tako godinama. 🤐",0.006,0.144,0.033,0.047,0.095,0.004,0.123,0.027,0.060,0.011,0.012,0.057,0.014,0.031,0.045,0.030
'1475080317870485521,Ogromna podrška za #nisamprijavila ♥️,0.033,0.139,0.036,0.008,0.088,0.023,0.096,0.050,0.048,0.014,0.012,0.062,0.020,0.061,0.040,0.029
'1475080219606368258,"Ono sto je isto jako bitno naglasiti, nasilnik nije nasilan prema svima, on sve svoje frustracije, mrznju i bes usmeri najcesce na jednu ili na par osoba dok okolini deluje kao bas sarmantna, harizmaticna I PRE SVEGA dobronamerna osoba #NisamPrijavila",0.019,0.122,0.020,0.050,0.113,0.038,0.083,0.088,0.021,0.019,0.069,0.030,0.048,0.012,0.056,0.013
'1475080139029504004,"Poslednjih meseci radim serijal #nisisama o prevenciji nasilja, s fokusom na nasilje u porodici i nasilje prema ženama. Mesec i po sam urgirala da neko iz policije bude sagovornik i učestvujte. Odazvao se niko, pisala sam i Vladi Srbije. To vam je odnos države o #nisamprijavila https://t.co/WpIvLaLDGC",0.029,0.127,0.029,0.001,0.100,0.016,0.074,0.048,0.057,0.004,0.039,0.093,0.023,0.058,0.107,0.017
'1475080067948679171,"Uđem na #NisamPrijavila i dok čitam i nerviram se shvatam da sigurno među ženama koje poznajem ima onih koje ćute i ćutaće zauvijek, a ne bi trebalo dok sam ja živ.
Već smo to riješili sa nekim gadovima za mnogo manje stvari od nasilja i neka traže sebi ravne.",0.035,0.114,0.002,0.031,0.120,0.088,0.141,0.043,0.002,0.031,0.027,0.034,0.031,0.017,0.029,0.035
'1475079745243172867,"đe je bila, šta je radila, je li pila, šta je nosila, nikad neće moći da daju opravdanje za to što im je oduzeta mogućnost da kažu ""ne"" ili što je to ""ne"" bilo zanemareno. 

sve ste mnogo hrabre i jake i nemojte da dozvolite da vas iko ubijedi u suprotno. #nisamprijavila",0.053,0.128,0.028,0.006,0.144,0.043,0.108,0.059,0.061,0.034,0.012,0.029,0.048,0.026,0.020,0.031
'1475079705338470402,"#NisamPrijavila a tada sam radila u policiji. Nisam jer sam bila s njim u vezi i jer je to “samo” psihicko zlostavljanje. Nisam prijavila jer sam, nazalost, iz prve ruke znala kako sistem funkcionise i da se sa tim moram sama izboriti.",0.083,0.088,0.046,0.038,0.106,0.001,0.121,0.001,0.023,0.020,0.016,0.113,0.035,0.073,0.013,0.002
'1475079602884251648,"čitam #NisamPrijavila i iznova se zaprepaštavam, šaljem podršku svim djevojkama koje su hrabro istupile i ispričale svoju priču, ali i onima koje nisu, želim puno hrabrosti da se izvuku iz tog zla. Budite jake! ❤️",0.038,0.154,0.004,0.027,0.072,0.035,0.142,0.065,0.000,0.020,0.025,0.019,0.063,0.015,0.023,0.024
'1475079554972758018,"Neophodno je da se društvo suoči sa postojanjem ovog problema i da se preduzimanjem  mera svi uključimo u sprečavanje porodičnog nasilja i pomoć žrtvama. Policija mora uvek blagovremeno i adekvatno reagovati. Ne moze se pruziti pomoc mrtvoj zeni, ali zivoj mora! #NisamPrijavila",0.017,0.115,0.078,0.029,0.108,0.023,0.095,0.053,0.003,0.001,0.010,0.031,0.027,0.041,0.066,0.010
'1475079447615258627,"#nisamprijavila jer mi se napuši kurca glibava srbendo, poserem ti se u usta i tebi i tvojim smatranjima.",0.049,0.127,0.016,0.062,0.069,0.019,0.079,0.084,0.030,0.030,0.020,0.044,0.055,0.005,0.012,0.053
